species,taxon,am_mapped,mob,trp,len,wcol
microgobius cyclolepis,fish,TRUE,sed,ter,sm,ben
microgobius emblematicus,fish,TRUE,sed,ter,sm,ben
microgobius erectus,fish,TRUE,sed,ter,sm,ben
microgobius gulosus,fish,TRUE,sed,ter,sm,ben
microgobius meeki,fish,TRUE,sed,ter,sm,ben
microgobius microlepis,fish,TRUE,sed,ter,sm,rf
microgobius miraflorensis,fish,TRUE,sed,ter,sm,ben
microgobius signatus,fish,TRUE,sed,ter,vsm,ben
microgobius tabogensis,fish,TRUE,sed,ter,sm,ben
microgobius thalassinus,fish,TRUE,sed,ter,vsm,ben
microlipophrys adriaticus,fish,FALSE,sed,sec,vsm,ben
microlipophrys bauchotae,fish,FALSE,sed,sec,vsm,ben
microlipophrys caboverdensis,fish,FALSE,sed,sec,vsm,ben
microlipophrys canevae,fish,TRUE,sed,sec,sm,ben
microlipophrys dalmatinus,fish,TRUE,sed,sec,vsm,ben
microlipophrys nigriceps,fish,TRUE,sed,sec,vsm,ben
microlipophrys velifer,fish,FALSE,sed,sec,vsm,ben
microlophichthys microlophus,fish,TRUE,sed,ter,sm,pel
micromelo undatus,molluscs,TRUE,sed,ter,vsm,ben
micromesistius australis,fish,TRUE,mig,ter,ml,bp
micromesistius poutassou,fish,TRUE,mig,ter,ml,pel
micrometrus aurora,fish,TRUE,sed,sec,med,ben
micrometrus minimus,fish,TRUE,sed,sec,med,ben
micromussa amakusensis,corals,TRUE,ses,sec,med,rf
micromussa lordhowensis,corals,TRUE,ses,sec,med,rf
micromussa multipunctata,corals,FALSE,ses,sec,med,rf
micromussa regularis,corals,TRUE,ses,sec,med,rf
micronephthys minuta,polychaetes,TRUE,mob,pri,vsm,ben
micronephthys sphaerocirrata,polychaetes,TRUE,mob,pri,vsm,ben
micropagurus polynesiensis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
microphiopholis gracillima,echinoderms,TRUE,mob,sec,vsm,ben
microphis aculeatus,fish,TRUE,sed,ter,med,ben
microphis argulus,fish,TRUE,sed,ter,sm,ben
microphis brachyurus,fish,TRUE,sed,ter,med,ben
microphis fluviatilis,fish,FALSE,sed,ter,med,ben
microphis leiaspis,fish,FALSE,sed,ter,med,ben
microphis lineatus,fish,TRUE,sed,ter,med,pel
microphis mento,fish,FALSE,sed,ter,sm,ben
microphis millepunctatus,fish,TRUE,sed,ter,med,ben
microphotolepis multipunctata,fish,TRUE,mob,ter,sm,ben
micropogonias altipinnis,fish,TRUE,mob,ter,vlg,bp
micropogonias ectenes,fish,TRUE,mob,ter,med,ben
micropogonias furnieri,fish,TRUE,sed,ter,ml,ben
micropogonias undulatus,fish,TRUE,sed,ter,ml,ben
microprosthema semilaeve,crustacea_arthropods,TRUE,mig,sec,vsm,ben
microprosthema validum,crustacea_arthropods,TRUE,mig,sec,vsm,ben
microprotopus raneyi,crustacea_arthropods,TRUE,mig,pri,vsm,ben
microspathodon bairdii,fish,TRUE,mob,sec,med,rf
microspathodon chrysurus,fish,TRUE,mob,pri,sm,rf
microspathodon dorsalis,fish,TRUE,sed,sec,ml,rf
microspio pigmentata,polychaetes,TRUE,sed,pri,vsm,ben
microstoma microstoma,fish,TRUE,mob,ter,med,pel
microstomus achne,fish,TRUE,mob,ter,ml,ben
microstomus kitt,fish,TRUE,mob,ter,ml,ben
microstomus pacificus,fish,TRUE,mob,ter,ml,ben
microvoluta amphissa,molluscs,TRUE,sed,ter,tiny,ben
microvoluta joloensis,molluscs,TRUE,sed,ter,tiny,ben
miersiella haswelli,crustacea_arthropods,TRUE,mig,ter,vsm,ben
mierspenaeopsis hardwickii,crustacea_arthropods,TRUE,mig,ter,med,ben
mierspenaeopsis sculptilis,crustacea_arthropods,TRUE,mig,ter,med,ben
miichthys miiuy,fish,TRUE,mob,ter,lg,ben
mimoblennius atrocinctus,fish,TRUE,sed,sec,vsm,rf
mimoblennius cas,fish,FALSE,sed,sec,vsm,ben
mimoblennius cirrosus,fish,TRUE,sed,sec,vsm,rf
mimoblennius lineathorax,fish,FALSE,sed,sec,vsm,ben
mimoblennius rusi,fish,FALSE,sed,sec,vsm,ben
minilabrus striatus,fish,FALSE,mob,ter,vsm,rf
ministrombus minimus,molluscs,TRUE,sed,sec,vsm,ben
ministrombus variabilis,molluscs,TRUE,sed,sec,vsm,ben
minous coccineus,fish,TRUE,mob,ter,sm,ben
minous dempsterae,fish,TRUE,mob,ter,sm,ben
minous inermis,fish,TRUE,mob,ter,sm,ben
minous monodactylus,fish,TRUE,mob,ter,sm,ben
minous pictus,fish,TRUE,mob,ter,sm,ben
minous pusillus,fish,TRUE,mob,ter,sm,ben
minous quincarinatus,fish,TRUE,mob,ter,sm,ben
minous trachycephalus,fish,TRUE,mob,ter,sm,ben
minous versicolor,fish,TRUE,mob,ter,sm,ben
minuca rapax,crustacea_arthropods,TRUE,mig,sec,tiny,ben
minuca vocator,crustacea_arthropods,TRUE,mig,sec,tiny,ben
minyichthys brachyrhinus,fish,FALSE,sed,ter,vsm,ben
minyichthys inusitatus,fish,FALSE,sed,ter,med,ben
minyichthys myersi,fish,TRUE,sed,ter,vsm,rf
minyichthys sentus,fish,FALSE,sed,ter,vsm,ben
minyorhyncha crassa,crustacea_arthropods,TRUE,mig,ter,vsm,ben
minysicya caudimaculata,fish,TRUE,sed,ter,tiny,rf
miraclathurella herminea,molluscs,TRUE,ses,ter,vsm,ben
miracorvina angolensis,fish,TRUE,mob,ter,vlg,ben
mirognathus normani,fish,TRUE,mob,ter,med,pel
mirorictus taningi,fish,TRUE,mob,ter,sm,ben
mirounga angustirostris,marine_mammals,TRUE,mig,apex,huge,pel
mirounga leonina,marine_mammals,TRUE,mig,apex,huge,pel
mithraculus cinctimanus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
mithraculus coryphe,crustacea_arthropods,TRUE,mob,sec,tiny,ben
mithraculus forceps,crustacea_arthropods,TRUE,mob,sec,tiny,ben
mithraculus sculptus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
mithrax hispidus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
mithrodia clavigera,echinoderms,TRUE,mob,sec,sm,rf
mitotichthys meraculus,fish,FALSE,sed,ter,med,ben
mitotichthys mollisoni,fish,FALSE,sed,ter,med,ben
mitotichthys semistriatus,fish,TRUE,sed,ter,med,ben
mitotichthys tuckeri,fish,FALSE,sed,ter,med,ben
mitra mitra,molluscs,TRUE,ses,ter,med,ben
mitra papalis,molluscs,TRUE,ses,ter,sm,ben
mitra stictica,molluscs,TRUE,ses,ter,sm,ben
mitra turgida,molluscs,TRUE,ses,ter,sm,ben
mitrella antares,molluscs,TRUE,ses,ter,tiny,ben
mitrella bicincta,molluscs,TRUE,ses,ter,tiny,ben
mitrella blanda,molluscs,TRUE,ses,ter,tiny,ben
mitrella dichroa,molluscs,TRUE,ses,ter,tiny,ben
mitrella moleculina,molluscs,TRUE,ses,ter,tiny,ben
mitrella nycteis,molluscs,TRUE,ses,ter,tiny,ben
mitrella nympha,molluscs,TRUE,ses,ter,tiny,ben
mitrella ocellata,molluscs,TRUE,ses,ter,tiny,ben
mitrella scripta,molluscs,TRUE,ses,ter,vsm,rf
mitromica foveata,molluscs,TRUE,ses,ter,tiny,ben
mitromorpha biplicata,molluscs,TRUE,ses,ter,tiny,ben
mitromorpha dorcas,molluscs,TRUE,ses,ter,vsm,ben
mitsukurina owstoni,elasmobranchs,TRUE,mob,apex,huge,ben
miyakella nepa,crustacea_arthropods,TRUE,mob,ter,sm,ben
mobula alfredi,elasmobranchs,TRUE,mob,ter,huge,bp
mobula birostris,elasmobranchs,TRUE,mob,ter,huge,rf
mobula hypostoma,elasmobranchs,TRUE,mob,ter,huge,pel
mobula kuhlii,elasmobranchs,TRUE,mob,ter,huge,pel
mobula mobular,elasmobranchs,TRUE,mob,ter,huge,pel
mobula munkiana,elasmobranchs,TRUE,mob,ter,huge,pel
mobula tarapacana,elasmobranchs,TRUE,mob,ter,huge,rf
mobula thurstoni,elasmobranchs,TRUE,mob,ter,huge,pel
mocosoa crebripunctata,crustacea_arthropods,TRUE,mig,ter,vsm,ben
modulus modulus,molluscs,TRUE,sed,ter,vsm,rf
moira atropos,echinoderms,TRUE,mob,sec,sm,ben
mokumea albovittata,molluscs,TRUE,ses,ter,tiny,ben
mola mola,fish,TRUE,mob,ter,huge,pel
mollisquama mississippiensis,elasmobranchs,FALSE,mob,apex,vlg,bp
mollisquama parini,elasmobranchs,FALSE,mob,apex,vlg,pel
molpadia cubana,echinoderms,TRUE,sed,sec,vsm,ben
molpadia musculus,echinoderms,TRUE,sed,sec,sm,ben
molva dypterygia,fish,TRUE,sed,apex,lg,ben
molva macrophthalma,fish,TRUE,sed,apex,lg,ben
molva molva,fish,TRUE,sed,apex,vlg,ben
monacanthus chinensis,fish,TRUE,mob,ter,med,rf
monacanthus ciliatus,fish,TRUE,mob,ter,sm,rf
monacanthus tuckeri,fish,TRUE,mob,ter,sm,rf
monachus monachus,marine_mammals,TRUE,mig,ter,huge,ben
monachus schauinslandi,marine_mammals,TRUE,mig,apex,huge,ben
monacoa grimaldii,fish,TRUE,mob,ter,sm,pel
monanchora arbuscula,sponges,TRUE,ses,pri,vlg,rf
monanchora clathrata,sponges,TRUE,ses,pri,ml,ben
monanchora unguiculata,sponges,TRUE,ses,pri,ml,ben
monetaria annulus,molluscs,TRUE,sed,ter,vsm,ben
monetaria caputserpentis,molluscs,TRUE,sed,ter,vsm,ben
monetaria moneta,molluscs,TRUE,sed,ter,vsm,ben
monetaria obvelata,molluscs,TRUE,sed,ter,vsm,rf
monocentris japonica,fish,TRUE,mob,ter,sm,rf
monochirus hispidus,fish,TRUE,mob,ter,sm,ben
monocorophium acherusicum,crustacea_arthropods,TRUE,mob,pri,tiny,ben
monocorophium insidiosum,crustacea_arthropods,TRUE,mob,pri,tiny,ben
monocorophium tuberculatum,crustacea_arthropods,TRUE,mob,pri,vsm,ben
monoculodes packardi,crustacea_arthropods,TRUE,mob,sec,tiny,ben
monoculodes scabriculosus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
monodactylus argenteus,fish,TRUE,sed,sec,med,pel
monodactylus falciformis,fish,TRUE,mob,ter,med,rf
monodactylus sebae,fish,TRUE,mob,ter,sm,pel
monodaeus couchii,crustacea_arthropods,TRUE,mig,ter,tiny,ben
monodon monoceros,marine_mammals,TRUE,mig,apex,huge,pel
monolene antillarum,fish,TRUE,mob,ter,sm,ben
monolene asaedae,fish,TRUE,mob,ter,sm,ben
monolene atrimana,fish,TRUE,mob,ter,med,ben
monolene maculipinna,fish,TRUE,mob,ter,med,ben
monolene mertensae,fish,TRUE,mob,ter,sm,bp
monolene microstoma,fish,TRUE,mob,ter,med,pel
monolene sessilicauda,fish,TRUE,mob,ter,med,ben
monomia gladiator,crustacea_arthropods,TRUE,mig,ter,sm,ben
monomia rubromarginatus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
monomitopus agassizii,fish,TRUE,mob,ter,med,bp
monomitopus garmani,fish,TRUE,sed,ter,med,ben
monomitopus kumae,fish,TRUE,sed,ter,ml,ben
monomitopus metriostoma,fish,TRUE,sed,ter,med,ben
monomitopus nigripinnis,fish,TRUE,sed,ter,ml,ben
monomitopus pallidus,fish,TRUE,sed,ter,med,bp
monomitopus torvus,fish,TRUE,sed,ter,med,ben
monopenchelys acuta,fish,TRUE,mob,ter,sm,ben
monophorus olivaceus,molluscs,TRUE,sed,sec,tiny,ben
monophorus perversus,molluscs,TRUE,sed,ter,tiny,ben
monoplex aquatilis,molluscs,TRUE,sed,ter,sm,ben
monoplex comptus,molluscs,TRUE,sed,ter,vsm,ben
monoplex gemmatus,molluscs,TRUE,sed,ter,vsm,ben
monoplex intermedius,molluscs,TRUE,sed,ter,vsm,rf
monoplex krebsii,molluscs,TRUE,sed,ter,sm,ben
monoplex macrodon,molluscs,TRUE,sed,ter,sm,ben
monoplex nicobaricus,molluscs,TRUE,sed,ter,sm,ben
monoplex pilearis,molluscs,TRUE,sed,ter,sm,ben
monoporeia affinis,crustacea_arthropods,TRUE,mig,pri,vsm,ben
monostiolum tessellatum,molluscs,TRUE,ses,ter,vsm,ben
monotaxis grandoculis,fish,TRUE,sed,ter,ml,rf
montigyra kenti,corals,FALSE,ses,sec,vsm,rf
montipora aequituberculata,corals,TRUE,ses,sec,vsm,rf
montipora altasepta,corals,TRUE,ses,sec,vsm,rf
montipora angulata,corals,TRUE,ses,sec,vsm,rf
montipora aspergillus,corals,FALSE,ses,sec,vsm,rf
montipora australiensis,corals,TRUE,ses,sec,vsm,rf
montipora cactus,corals,TRUE,ses,sec,vsm,rf
montipora calcarea,corals,TRUE,ses,sec,vsm,rf
montipora caliculata,corals,TRUE,ses,sec,vsm,rf
montipora capitata,corals,TRUE,ses,sec,vsm,rf
montipora capricornis,corals,TRUE,ses,sec,vsm,rf
montipora carinata,corals,FALSE,ses,sec,vsm,rf
montipora cebuensis,corals,TRUE,ses,sec,vsm,rf
montipora circumvallata,corals,FALSE,ses,sec,vsm,rf
montipora cocosensis,corals,TRUE,ses,sec,vsm,rf
montipora confusa,corals,TRUE,ses,sec,vsm,rf
montipora corbettensis,corals,TRUE,ses,sec,vsm,rf
montipora crassituberculata,corals,TRUE,ses,sec,vsm,rf
montipora cryptus,corals,FALSE,ses,sec,vsm,rf
montipora danae,corals,TRUE,ses,sec,vsm,rf
montipora delicatula,corals,TRUE,ses,sec,vsm,rf
montipora digitata,corals,TRUE,ses,sec,vsm,rf
montipora dilatata,corals,FALSE,ses,sec,ml,rf
montipora echinata,corals,FALSE,ses,sec,vsm,rf
montipora efflorescens,corals,TRUE,ses,sec,vsm,rf
montipora effusa,corals,TRUE,ses,sec,vsm,rf
montipora flabellata,corals,TRUE,ses,sec,tiny,rf
montipora florida,corals,TRUE,ses,sec,vlg,rf
montipora floweri,corals,TRUE,ses,sec,vsm,rf
montipora foliosa,corals,TRUE,ses,sec,vsm,rf
montipora foveolata,corals,TRUE,ses,sec,vsm,rf
montipora friabilis,corals,TRUE,ses,sec,vsm,rf
montipora gaimardi,corals,FALSE,ses,sec,vsm,rf
montipora grisea,corals,TRUE,ses,sec,vsm,rf
montipora hemispherica,corals,FALSE,ses,sec,vsm,rf
montipora hispida,corals,TRUE,ses,sec,vsm,rf
montipora hodgsoni,corals,TRUE,ses,sec,vsm,rf
montipora hoffmeisteri,corals,TRUE,ses,sec,vsm,rf
montipora incrassata,corals,TRUE,ses,sec,vsm,rf
montipora informis,corals,TRUE,ses,sec,vsm,rf
montipora kellyi,corals,FALSE,ses,sec,vsm,rf
montipora lobulata,corals,TRUE,ses,sec,vsm,rf
montipora mactanensis,corals,FALSE,ses,sec,vsm,rf
montipora maeandrina,corals,TRUE,ses,sec,vsm,rf
montipora malampaya,corals,TRUE,ses,sec,vsm,rf
montipora millepora,corals,TRUE,ses,sec,vsm,rf
montipora mollis,corals,TRUE,ses,sec,vsm,rf
montipora monasteriata,corals,TRUE,ses,sec,vsm,rf
montipora niugini,corals,TRUE,ses,sec,vsm,rf
montipora nodosa,corals,TRUE,ses,sec,vsm,rf
montipora orientalis,corals,TRUE,ses,sec,vsm,rf
montipora pachytuberculata,corals,FALSE,ses,sec,vsm,rf
montipora palawanensis,corals,FALSE,ses,sec,vsm,rf
montipora patula,corals,TRUE,ses,sec,vsm,rf
montipora peltiformis,corals,TRUE,ses,sec,vsm,rf
montipora porites,corals,FALSE,ses,sec,vsm,rf
montipora samarensis,corals,TRUE,ses,sec,vsm,rf
montipora saudii,corals,FALSE,ses,sec,vsm,rf
montipora setosa,corals,FALSE,ses,sec,vsm,rf
montipora spongiosa,corals,FALSE,ses,sec,vsm,rf
montipora spongodes,corals,TRUE,ses,sec,vsm,rf
montipora spumosa,corals,TRUE,ses,sec,vsm,rf
montipora stellata,corals,TRUE,ses,sec,vsm,rf
montipora stilosa,corals,TRUE,ses,sec,vsm,rf
montipora taiwanensis,corals,FALSE,ses,sec,vsm,rf
montipora tuberculosa,corals,TRUE,ses,sec,vsm,rf
montipora turgescens,corals,TRUE,ses,sec,vsm,rf
montipora turtlensis,corals,TRUE,ses,sec,vsm,rf
montipora undata,corals,TRUE,ses,sec,vsm,rf
montipora vaughani,corals,FALSE,ses,sec,vsm,rf
montipora venosa,corals,TRUE,ses,sec,vsm,rf
montipora verrilli,corals,FALSE,ses,sec,tiny,rf
montipora verrucosa,corals,TRUE,ses,sec,vsm,rf
montipora verruculosa,corals,TRUE,ses,sec,vsm,rf
montipora vietnamensis,corals,TRUE,ses,sec,vsm,rf
mooreonuphis dangrigae,polychaetes,TRUE,sed,sec,vsm,ben
mooreonuphis nebulosa,polychaetes,TRUE,sed,sec,vsm,ben
mooreonuphis pallidula,polychaetes,TRUE,sed,sec,vsm,ben
mora moro,fish,TRUE,mob,ter,lg,pel
moringua abbreviata,fish,TRUE,mig,ter,ml,rf
moringua bicolor,fish,TRUE,mig,ter,ml,ben
moringua edwardsi,fish,TRUE,mob,ter,sm,rf
moringua ferruginea,fish,TRUE,mig,ter,vlg,rf
moringua javanica,fish,TRUE,mig,ter,vlg,rf
moringua macrochir,fish,TRUE,mig,ter,med,bp
moringua microchir,fish,TRUE,mig,ter,ml,rf
morone americana,fish,TRUE,mob,ter,lg,bp
morone saxatilis,fish,TRUE,mob,apex,huge,ben
mortonia polyporus,echinoderms,TRUE,mob,sec,med,ben
morula echinata,molluscs,TRUE,sed,ter,vsm,ben
morula spinosa,molluscs,TRUE,sed,ter,vsm,ben
morula striata,molluscs,TRUE,sed,ter,vsm,ben
morula uva,molluscs,TRUE,sed,ter,vsm,ben
moruloidea darwinii,crustacea_arthropods,TRUE,mob,ter,tiny,ben
morum dennisoni,molluscs,TRUE,ses,ter,vsm,ben
morum oniscus,molluscs,TRUE,ses,ter,vsm,ben
morus bassanus,seabirds,FALSE,mig,apex,vlg,pel
morus capensis,seabirds,FALSE,mig,apex,vlg,pel
morus serrator,seabirds,FALSE,mig,apex,vlg,pel
moseleya latistellata,corals,FALSE,ses,sec,med,rf
mugil bananensis,fish,TRUE,mob,sec,med,ben
mugil cephalus,fish,TRUE,mob,sec,ml,bp
mugil curema,fish,TRUE,mob,sec,med,rf
mugil curvidens,fish,TRUE,mob,pri,ml,ben
mugil hospes,fish,TRUE,mob,sec,lg,ben
mugil incilis,fish,TRUE,mob,pri,ml,ben
mugil liza,fish,TRUE,mob,pri,lg,ben
mugil thoburni,fish,TRUE,mig,sec,med,pel
mugil trichodon,fish,TRUE,mob,pri,lg,pel
mugilogobius chulae,fish,TRUE,sed,ter,vsm,ben
mugilogobius littoralis,fish,TRUE,sed,ter,vsm,ben
mugilogobius mertoni,fish,TRUE,sed,ter,vsm,bp
mugilogobius notospilus,fish,TRUE,sed,ter,vsm,ben
mugilogobius platystomus,fish,TRUE,sed,ter,vsm,ben
mulloidichthys ayliffe,fish,TRUE,mob,ter,med,rf
mulloidichthys dentatus,fish,TRUE,mob,ter,ml,rf
mulloidichthys flavolineatus,fish,TRUE,mob,ter,med,rf
mulloidichthys martinicus,fish,TRUE,mob,ter,med,rf
mulloidichthys mimicus,fish,TRUE,mob,ter,ml,rf
mulloidichthys pfluegeri,fish,TRUE,mob,ter,ml,rf
mulloidichthys vanicolensis,fish,TRUE,mob,ter,ml,rf
mullus argentinae,fish,TRUE,mob,ter,med,ben
mullus auratus,fish,TRUE,mob,ter,med,ben
mullus barbatus,fish,TRUE,mob,ter,med,ben
mullus surmuletus,fish,TRUE,mob,ter,vsm,ben
mumiola gradatula,molluscs,TRUE,sed,sec,tiny,ben
munida acantha,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida affinis,crustacea_arthropods,TRUE,mig,sec,sm,ben
munida alonsoi,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida amathea,crustacea_arthropods,TRUE,mob,sec,vsm,ben
munida andamanica,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida angulata,crustacea_arthropods,TRUE,mig,sec,sm,ben
munida armilla,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida aulakodes,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida caesura,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida compressa,crustacea_arthropods,TRUE,mig,sec,sm,ben
munida constricta,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida curvirostris,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida distiza,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida eclepsis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida endeavourae,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida evermanni,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida fasciata,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida flinti,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida forceps,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida gilii,crustacea_arthropods,TRUE,mob,sec,vsm,rf
munida gregaria,crustacea_arthropods,TRUE,mig,sec,sm,ben
munida heteracantha,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida intermedia,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida iris,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida irrasa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida isos,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida japonica,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida kapala,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida kuboi,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida leptitis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida longicheles,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida magniantennulata,crustacea_arthropods,TRUE,mig,sec,tiny,ben
munida microphthalma,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida miles,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida nuda,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida ocellata,crustacea_arthropods,TRUE,mob,sec,vsm,ben
munida oritea,crustacea_arthropods,TRUE,mig,sec,sm,ben
munida pherusa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida philippinensis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida profunda,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida pusilla,crustacea_arthropods,TRUE,mob,sec,vsm,ben
munida pygmaea,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida quadrispina,crustacea_arthropods,TRUE,mig,sec,sm,ben
munida rubrovata,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida rufiantennulata,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida rugosa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida sacksi,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida simplex,crustacea_arthropods,TRUE,mob,sec,vsm,ben
munida speciosa,crustacea_arthropods,TRUE,mig,sec,med,ben
munida spinifrons,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida spinosa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida stimpsoni,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida thoe,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida tuberculata,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida typhle,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munida valida,crustacea_arthropods,TRUE,mig,sec,vsm,ben
munidion longipedis,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munidopsis abbreviata,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis alaminos,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis andamanica,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis aries,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis armata,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis bermudezi,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis crassa,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis curvirostra,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis cylindrophthalma,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis dasypus,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis debilis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis latimana,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis lauensis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis levis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis nitida,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis pilosa,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis platirostris,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis polita,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis regia,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis robusta,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis serricornis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis sigsbei,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis similior,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis simplex,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis spinifer,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munidopsis treis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
munna antarctica,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munna bituberculata,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munna fabricii,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munna globicauda,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munna maculata,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munna neglecta,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munna studeri,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munnopsis typica,crustacea_arthropods,TRUE,mob,ter,tiny,ben
munnopsurus giganteus,crustacea_arthropods,TRUE,mob,ter,tiny,ben
muraena argus,fish,TRUE,mig,ter,vlg,rf
muraena augusti,fish,TRUE,mig,ter,vlg,ben
muraena clepsydra,fish,TRUE,mig,ter,vlg,rf
muraena helena,fish,TRUE,mig,apex,vlg,bp
muraena lentiginosa,fish,TRUE,mig,ter,lg,rf
muraena melanotis,fish,TRUE,mig,ter,vlg,ben
muraena retifera,fish,TRUE,mig,ter,lg,ben
muraena robusta,fish,TRUE,mig,ter,huge,ben
muraenesox bagio,fish,TRUE,mig,ter,huge,ben
muraenesox cinereus,fish,TRUE,mig,apex,vlg,ben
muraenichthys gymnopterus,fish,TRUE,mig,ter,med,rf
muraenichthys schultzei,fish,TRUE,mig,ter,med,rf
muraenichthys thompsoni,fish,TRUE,mig,ter,lg,ben
muraenoclinus dorsalis,fish,TRUE,mob,ter,sm,ben
muraenolepis marmorata,fish,TRUE,mob,ter,ml,bp
muraenolepis microps,fish,TRUE,mob,ter,ml,pel
muraenolepis orangiensis,fish,TRUE,mob,ter,ml,bp
murex pecten,molluscs,TRUE,sed,ter,sm,ben
murex scolopax,molluscs,TRUE,sed,ter,sm,ben
murex tenuirostrum,molluscs,TRUE,sed,ter,sm,ben
murex ternispina,molluscs,TRUE,mob,ter,sm,ben
murex trapa,molluscs,TRUE,sed,ter,sm,ben
murex tribulus,molluscs,TRUE,ses,ter,sm,ben
murex troscheli,molluscs,TRUE,sed,ter,med,ben
murexsul oxytatus,molluscs,TRUE,sed,ter,vsm,rf
muricea atlantica,corals,TRUE,ses,sec,vlg,ben
muricea californica,corals,TRUE,ses,sec,vlg,ben
muricea elongata,corals,TRUE,ses,sec,vlg,ben
muricea fruticosa,corals,TRUE,ses,sec,vlg,ben
